,subject,topic_label
18821,your e-mail to elizabeth patlan,Customer Inquiries
18822,your e-mail to steve,Miscellaneous/Unknown
18823,your fedex claims status has been updated,Customer Inquiries
18824,25 valentine is day gifts handmade with love,System Notifications
18825,open balance,Disputes and Cases
18826,amfc - ky - order processing ips logistix - january 08th 2024 - batch 01,Invoices and Support
18827,we have received your dispute case #06204028!,Disputes and Cases
18828,ticket has been created for order id #vv-in-138788,Order Requests and Tickets
18829,re: we have received your dispute case #06204020!    [ ref:!00d610zktc.!5008y02liok7:ref ],Disputes and Cases
18830,sla shipments,New Orders and Shipments
18831,unlock exclusive savings: igo2 poc limited-time offer!,Promotions and Offers
18832,donâ€™t miss this opportunity,Delivery Status and Failures
18833,start your week with bewicked!,System Notifications
18834,"message from walmart.com customer, ref id: e623edcb47b045059f2e97ad0af75366",Customer Messages
18835,"nandansons wholesale specials price list for january 8, 2024",Invoices and Support
18836,sears marketplace: file ready for download,Customer Inquiries
18837,un cliente estã¡ a la espera de una respuesta sobre unity automotive 259010...,Delivery Status and Failures
18838,case # 05790825:,Disputes and Cases
18839,quick training update: explore zoho assist in depth,Delivery Status and Failures
18840,offer expired for 18&quot; wide built-in beverage center,Promotions and Offers
18841,efficient global shipping solutions,Customer Messages
18842,check out what you missed from store indya private limited last week,System Notifications
18843,over 100 affiliate leads so far today...,Delivery Status and Failures
18844,please contact the customer - request cancel,Order Requests and Tickets
18845,please contact the customer - request cancel,Order Requests and Tickets
18846,please contact the customer - request cancel,Order Requests and Tickets
18847,please contact the customer - request cancel,Order Requests and Tickets
18848,please contact the customer - request cancel,Order Requests and Tickets
18849,please contact the customer - request cancel,Order Requests and Tickets
18850,we have received your dispute case #06229600!,Disputes and Cases
18851,item_price_parity_warning_report_for_36562_seller,New Orders and Shipments
18852,enquiry from amazon customer terri callow,Customer Inquiries
18853,do not forget to review your list of eligible items for the repricer incentives program this week!,Promotions and Offers
18854,re: we have received your case #06228402!    [ ref:!00d610zktc.!5008y02lj7uh:ref ],Customer Messages
18855,item sopt/opt override processing complete,Invoices and Support
18856,nan,Miscellaneous/Unknown
18857,midland radio walmart removal - final warning,Customer Messages
18858,your e-mail to showslot gmbh,Miscellaneous/Unknown
18859,your email to rubin smith,New Orders and Shipments
18860,epg010868717399100,New Orders and Shipments
18861,sears marketplace notification - products in your catalog have been reinstated,Delivery Status and Failures
18862,inquiry from amazon customer brian beachy(order: 113-3341673-2313022),Customer Inquiries
18863,10 social media trends in 2024,System Notifications
18864,we have received your dispute case #06228918!,Disputes and Cases
18865,your dispute cases have received a resolution,Disputes and Cases
18866,your dispute cases have received a resolution,Disputes and Cases
18867,johnc4294 sent a message about advantage signature elite java church chair - 20 in. wide #364561145615,Delivery Status and Failures
18868,re: 0[virventures#virdc657378],Customer Inquiries
18869,customer service chat transcript - sr# 1-472260787071,Customer Messages
18870,you have been paid: vickerman 8 honey gold beaded ball ornament,Promotions and Offers
18871,discover how the dual sided kiosk offers a versatile and high-resolution advertising solution.,Customer Messages
18872,security alert,Customer Inquiries
18873,your fedex claim has been approved!,Customer Inquiries
18874,a new response has been added to case #06206081!,Disputes and Cases
18875,your fedex claim has been denied,Customer Inquiries
18876,nan,Miscellaneous/Unknown
18877,nan,Miscellaneous/Unknown
18878,we have updated your fedex claim resolution,Promotions and Offers
18879,nan,Miscellaneous/Unknown
18880,nan,Miscellaneous/Unknown
18881,"â¤ customer, you have a good eye",New Orders and Shipments
18882,re: we have received your dispute case #06218253!    [ ref:!00d610zktc.!5008y02liogl:ref ],Disputes and Cases
18883,order manifest for 01/08/2024 12:01:00,Order Requests and Tickets
18884,nan,Miscellaneous/Unknown
18885,buybox items details report is ready.,Customer Inquiries
18886,re: we have received your dispute case #06217775!    [ ref:!00d610zktc.!5008y02lin04:ref ],Disputes and Cases
18887,nan,Miscellaneous/Unknown
18888,you cancelled a pending order,Order Requests and Tickets
18889,claim resolution update: our sincere apologies for the delay.,Promotions and Offers
18890,detected login from a new location,New Orders and Shipments
18891,amazon has shipped your sold item(s),Order Requests and Tickets
18892,follow - up for order id #vv-us-cdb-35770,Order Requests and Tickets
18893,shipping inquiry from amazon customer candice,Customer Inquiries
18894,"crazy savings are here! save up to 65% on name brand groceries, fitness gear, & more!",New Orders and Shipments
18895,michelleralexander sent a message about gatsby suede padded nylon halter #134865886972,Delivery Status and Failures
18896,nan,Miscellaneous/Unknown
18897,nan,Miscellaneous/Unknown
18898,sears marketplace notification - urgent message regarding the status of your products,Delivery Status and Failures
18899,[bambini infant wear] bam27459 package in transit,Miscellaneous/Unknown
18900,"message from walmart.com customer, ref id: 10eb40df413a478ba5a679cc435f03cf",Customer Messages
18901,"fheron sent a message about policeman is baton 20 #373786702037""",Delivery Status and Failures
18902,how did we do?,New Orders and Shipments
18903,[bambini infant wear] bam27453 package in transit,Miscellaneous/Unknown
18904,you have a message waiting for you,Customer Messages
18905,1 new walmart marketplace orders received,New Orders and Shipments
18906,product details inquiry from amazon customer lisa schulze,Customer Inquiries
18907,order shipped to your customer,Order Requests and Tickets
18908,nan,Miscellaneous/Unknown
18909,"a customer is waiting for an answer on uniden bearcat sr30c,...",Customer Messages
18910,[bambini infant wear] bam27446 package in transit,Miscellaneous/Unknown
18911,you have made a sale: aeromax boys white - small #41202,System Notifications
18912,3 new walmart marketplace orders received,New Orders and Shipments
18913,product details inquiry from amazon customer steve(order: 114-6556897-0914643),Customer Inquiries
18914,"message from walmart.com customer:  initiate a return, 200011573930743",New Orders and Shipments
18915,re:,New Orders and Shipments
18916,5 new walmart marketplace orders received,New Orders and Shipments
18917,nan,Miscellaneous/Unknown
18918,nan,Miscellaneous/Unknown
18919,take action: one or more of your offers are not eligible to be a featured offer (buy box),Promotions and Offers
18920,5ave - shipped order notification,Order Requests and Tickets
18921,re:,New Orders and Shipments
18922,nan,Miscellaneous/Unknown
18923,nan,Miscellaneous/Unknown
18924,nan,Miscellaneous/Unknown
18925,"save up to 40% on hydro flask, patagonia, hanna andersson and more",System Notifications
18926,follow - up for order id #vv-us-cdc-5675,Order Requests and Tickets
18927,re: we have received your dispute case #06217329!    [ ref:!00d610zktc.!5008y02linb0:ref ],Disputes and Cases
18928,summary of failures for google apps script: gmail_reader v4,System Notifications
18929,walmart seller support resolved case # 06199966. please provide your feedback.,Disputes and Cases
18930,delivery status notification (failure),Delivery Status and Failures
18931,home remodeling step one: get inspired,System Notifications
18932,order cancelation request for order id: 112-4482387-0421857,Order Requests and Tickets
18933,a customer is waiting for an answer on 8bitdo neogeo wireless...,Customer Messages
18934,2 new walmart marketplace orders received,New Orders and Shipments
18935,free salt scrub,Promotions and Offers
18936,inquiry from amazon customer susan mac donald,Customer Inquiries
18937,theed-79 sent a message about vti bl series 4-shelf audio rack-black/black/cherry #134661652955,Delivery Status and Failures
18938,product details inquiry from amazon customer elizabeth patlan,Customer Inquiries
18939,the press | how ai is helping to speed up client meetings for decorated apparel,Delivery Status and Failures
18940,"happy new year!!! nandansons wholesale specials price list for january 7, 2024",Invoices and Support
18941,6 new walmart marketplace orders received,New Orders and Shipments
18942,your e-mail to erik s. chan,Customer Inquiries
18943,your e-mail to dj al,Disputes and Cases
18944,your e-mail to enson,Miscellaneous/Unknown
18945,your e-mail to diana,Customer Inquiries
18946,your e-mail to donna m. mcdougald,Customer Inquiries
18947,your email to amazon.com marketplace,New Orders and Shipments
18948,your email to amazon.com marketplace,New Orders and Shipments
